SCO0002	GO:0003677;GO:0005524;GO:0016787
SCO5738	GO:0003824;GO:0004222;GO:0006508;GO:0046872
SCO5739	GO:0008839;GO:0009089;GO:0055114
SCO5740	GO:0005515
SCO5743	GO:0006231;GO:0050660;GO:0050797
SCO5744	GO:0003824;GO:0008152;GO:0008840;GO:0009089;GO:0016829
SCO5745	GO:0003723;GO:0004521;GO:0004534;GO:0006396;GO:0008270;GO:0046872;GO:0090501
SCO5746	GO:0003824
SCO5747	GO:0003824;GO:0005515
SCO5748	GO:0000155;GO:0000160;GO:0004871;GO:0005515;GO:0007165;GO:0016021;GO:0016310;GO:0016772
SCO5749	GO:0000160
SCO5750	GO:0000166;GO:0003677;GO:0005524
SCO5751	GO:0003677
SCO5752	GO:0003824;GO:0005737;GO:0009451;GO:0016740;GO:0018339;GO:0043412;GO:0051536;GO:0051539
SCO5753	GO:0008444;GO:0008654;GO:0016020;GO:0016021;GO:0016780
SCO5755	GO:0003677;GO:0043565
SCO5756	GO:0006879;GO:0006950;GO:0008199;GO:0016722;GO:0055114
SCO5758	GO:0003700;GO:0006355
SCO5759	GO:0006950
SCO5760	GO:0003676;GO:0003677;GO:0003684;GO:0003906;GO:0006281;GO:0006284;GO:0006289;GO:0008270;GO:0016799
SCO5761	GO:0003676;GO:0005524;GO:0016818
SCO5762	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO5769	GO:0003677;GO:0003697;GO:0005524;GO:0006259;GO:0006281;GO:0008094
SCO5770	GO:0006282
SCO5772	GO:0005506;GO:0016702;GO:0055114
SCO5773	GO:0016491;GO:0055114;GO:0071949
SCO5774	GO:0005215;GO:0006810;GO:0016020;GO:0016021
SCO5775	GO:0005215;GO:0006810;GO:0016020;GO:0016021
SCO5776	GO:0005215;GO:0006810
SCO5777	GO:0003333;GO:0005524;GO:0015424;GO:0016887
SCO5778	GO:0000160;GO:0003677;GO:0006355
SCO5779	GO:0000155;GO:0004871;GO:0007165;GO:0016021;GO:0016310;GO:0016772
SCO5782	GO:0006812;GO:0015299;GO:0016021;GO:0055085
SCO5783	GO:0006813;GO:0008324
SCO5784	GO:0000155;GO:0000160;GO:0004871;GO:0007165;GO:0016021;GO:0046983
SCO5785	GO:0000160;GO:0003677;GO:0006355
SCO5786	GO:0004553;GO:0005975;GO:0030246;GO:0030247
SCO5787	GO:0003824;GO:0005737;GO:0006400;GO:0009451;GO:0016740;GO:0043412;GO:0051536;GO:0051539
SCO5788	GO:0006725;GO:0008198;GO:0016491
SCO5791	GO:0008033
SCO5793	GO:0005737;GO:0008837;GO:0009089
SCO5794	GO:0008152;GO:0015969;GO:0016597
SCO5795	GO:0008237;GO:0008270
SCO5796	GO:0005525
SCO5799	GO:0003824;GO:0008483;GO:0030170
SCO5800	GO:0015343;GO:0019290
SCO5802	GO:0003676;GO:0005524;GO:0006139;GO:0008026;GO:0016818
SCO5803	GO:0003677;GO:0004252;GO:0006355;GO:0006508;GO:0009432;GO:0045892
SCO5804	GO:0008270;GO:0045892
SCO5805	GO:0000166;GO:0004748;GO:0006260;GO:0031419;GO:0050897;GO:0055114
SCO5806	GO:0006950
SCO5808	GO:0003824;GO:0008152
SCO5810	GO:0006810;GO:0016021;GO:0055085
SCO5811	GO:0003677
SCO5812	GO:0003676;GO:0004523
SCO5815	GO:0003676;GO:0005524;GO:0008026
SCO5817	GO:0016787
SCO5818	GO:0005524;GO:0016887
SCO5819	GO:0003700;GO:0006355
SCO5820	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO5821	GO:0004252;GO:0006508
SCO5822	GO:0003677;GO:0003918;GO:0005524;GO:0006265
SCO5824	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO5825	GO:0000160;GO:0006355
SCO5827	GO:0005215;GO:0006810;GO:0016020;GO:0055085
SCO5828	GO:0000160;GO:0001071;GO:0003677;GO:0005737;GO:0009605
SCO5829	GO:0000155;GO:0000160;GO:0006355;GO:0007165;GO:0016310;GO:0016772
SCO5831	GO:0046912
SCO5832	GO:0006099;GO:0046912
SCO5836	GO:0003677;GO:0003916;GO:0003918;GO:0005524;GO:0005694;GO:0006259;GO:0006265
SCO5837	GO:0003824;GO:0046872
SCO5838	GO:0003824;GO:0046872
SCO5840	GO:0003700;GO:0006355
SCO5842	GO:0003824;GO:0005524;GO:0008080;GO:0048037
SCO5844	GO:0003824;GO:0008152
SCO5845	GO:0004797;GO:0005524
SCO5846	GO:0003824;GO:0004557;GO:0005975
SCO5847	GO:0003677;GO:0003700;GO:0006355
SCO5848	GO:0003824;GO:0019402
SCO5849	GO:0005975;GO:0016861;GO:0030246
SCO5851	GO:0016020;GO:0016021
SCO5852	GO:0003824;GO:0005975;GO:0008270;GO:0016832
SCO5854	GO:0004792
SCO5857	GO:0003824;GO:0003885;GO:0016020;GO:0016491;GO:0016614;GO:0016899;GO:0050660;GO:0055114
SCO5858	GO:0016021;GO:0055085
SCO5859	GO:0004325;GO:0006783
SCO5860	GO:0008934;GO:0046854;GO:0046855
SCO5862	GO:0000160;GO:0003677;GO:0006355
SCO5863	GO:0000155;GO:0004871;GO:0007165;GO:0016021;GO:0016310;GO:0016772
SCO5868	GO:0004170;GO:0016787;GO:0046080
SCO5870	GO:0005524;GO:0016887
SCO5871	GO:0000155;GO:0000160;GO:0004673;GO:0006950;GO:0007165;GO:0016020;GO:0016310;GO:0016772
SCO5872	GO:0000160;GO:0003677;GO:0006355
SCO5875	GO:0005886;GO:0006813;GO:0008324;GO:0015079
SCO5876	GO:0005886;GO:0006813;GO:0008324;GO:0015079
SCO5877	GO:0000160;GO:0003677;GO:0005515;GO:0006355
SCO5878	GO:0003824;GO:0008152
SCO5879	GO:0003995;GO:0008152;GO:0016627;GO:0050660;GO:0055114
SCO5881	GO:0000160;GO:0003677;GO:0006355
SCO5882	GO:0016491
SCO5883	GO:0000287;GO:0008897
SCO5886	GO:0003824;GO:0006633;GO:0008152;GO:0016747
SCO5888	GO:0003824;GO:0004315;GO:0006633;GO:0008152
SCO5890	GO:0003824;GO:0009058;GO:0030170
SCO5891	GO:0003824;GO:0008152
SCO5892	GO:0003824;GO:0008152;GO:0009058;GO:0016740;GO:0030170;GO:0031177
SCO5893	GO:0003824;GO:0050662
SCO5894	GO:0009058;GO:0016788
SCO5896	GO:0003824;GO:0005524;GO:0016301;GO:0016310;GO:0016772
SCO5897	GO:0016491;GO:0051537;GO:0055114
SCO5899	GO:0008152;GO:0016746
SCO5900	GO:0003333;GO:0015171;GO:0016020
SCO5901	GO:0006396;GO:0008173
SCO5903	GO:0003677;GO:0006355
SCO5905	GO:0016020
SCO5906	GO:0003677
SCO5908	GO:0006355
SCO5911	GO:0043190;GO:0055085
SCO5912	GO:0004252;GO:0005576;GO:0006508;GO:0008270
SCO5913	GO:0004252;GO:0006508
SCO5914	GO:0003700;GO:0006355
SCO5917	GO:0003677;GO:0006355
SCO5920	GO:0003676;GO:0005524
SCO5921	GO:0003676;GO:0003677;GO:0006355
SCO5923	GO:0005215;GO:0005524;GO:0006810;GO:0016820;GO:0016887;GO:0043190
SCO5924	GO:0006810;GO:0016020
SCO5926	GO:0008152
SCO5928	GO:0016747
SCO5930	GO:0004733;GO:0010181;GO:0016491;GO:0016787;GO:0055114
SCO5931	GO:0004553;GO:0005975
SCO5932	GO:0046373;GO:0046556
SCO5933	GO:0003824
SCO5934	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO5939	GO:0000413;GO:0003755;GO:0006457
SCO5941	GO:0003824;GO:0009058;GO:0030170
SCO5942	GO:0003677
SCO5945	GO:0003840;GO:0006749
SCO5947	GO:0016021;GO:0055085
SCO5948	GO:0016491;GO:0055114;GO:0071949
SCO5950	GO:0016021;GO:0055085
SCO5951	GO:0003677
SCO5953	GO:0005515;GO:0007165
SCO5954	GO:0004553;GO:0004568;GO:0005515;GO:0005975;GO:0006032;GO:0030246;GO:0030247
SCO5956	GO:0003677
SCO5957	GO:0016021;GO:0055085
SCO5958	GO:0005524;GO:0006824;GO:0016887
SCO5959	GO:0005887;GO:0006824;GO:0043190
SCO5960	GO:0006824;GO:0009236;GO:0015087;GO:0016020
SCO5961	GO:0000041;GO:0006824;GO:0009236;GO:0016021;GO:0043190
SCO5962	GO:0003677;GO:0006355
SCO5964	GO:0005216;GO:0055085
SCO5966	GO:0003824;GO:0016491;GO:0016614;GO:0050660;GO:0051536;GO:0055114
SCO5967	GO:0090529
SCO5971	GO:0016705;GO:0055114
SCO5973	GO:0016787
SCO5974	GO:0006812;GO:0015299;GO:0016021;GO:0055085
SCO5975	GO:0006527;GO:0016990
SCO5976	GO:0004585;GO:0006520;GO:0006591;GO:0016597;GO:0016743
SCO5977	GO:0003333;GO:0015171;GO:0016020
SCO5979	GO:0003824;GO:0008152
SCO5980	GO:0003824;GO:0010181;GO:0016491;GO:0055114;GO:0071949
SCO5982	GO:0006351
SCO5983	GO:0003824;GO:0008152
SCO5984	GO:0003995;GO:0008152;GO:0016627;GO:0050660;GO:0055114
SCO5994	GO:0016020;GO:0017004;GO:0055114
SCO5996	GO:0005515;GO:0007165
SCO5998	GO:0003677;GO:0003824;GO:0016765;GO:0043565
SCO5999	GO:0008152
SCO6003	GO:0003677;GO:0043565
SCO6004	GO:0003824;GO:0005975;GO:0030246
SCO6005	GO:0005215;GO:0006810
SCO6006	GO:0006810;GO:0016020
SCO6007	GO:0006810;GO:0016020
SCO6010	GO:0005524;GO:0016887
SCO6011	GO:0005215;GO:0006810;GO:0016020
SCO6012	GO:0004553;GO:0005576;GO:0005975;GO:0030246
SCO6013	GO:0003824;GO:0008152;GO:0008661;GO:0016114
SCO6014	GO:0003333;GO:0015171;GO:0016020
SCO6021	GO:0016772
SCO6022	GO:0016772
SCO6023	GO:0016772
SCO6026	GO:0003824;GO:0003857;GO:0006631;GO:0008152;GO:0016491;GO:0055114
SCO6027	GO:0003824;GO:0008152;GO:0016747
SCO6028	GO:0000166;GO:0003676;GO:0003824;GO:0005622;GO:0006139;GO:0008408;GO:0044237
SCO6029	GO:0000160;GO:0003677;GO:0006355
SCO6031	GO:0004853;GO:0006779
SCO6032	GO:0004553;GO:0005975
SCO6035	GO:0003824;GO:0006596
SCO6036	GO:0008080
SCO6037	GO:0016021;GO:0055085
SCO6038	GO:0004252;GO:0016021
SCO6039	GO:0016491;GO:0045454;GO:0050660;GO:0055114
SCO6041	GO:0004729;GO:0006779;GO:0016491;GO:0055114
SCO6046	GO:0004045
SCO6047	GO:0005524;GO:0016887
SCO6050	GO:0003824;GO:0005975;GO:0016810
SCO6051	GO:0016020;GO:0016491;GO:0051537;GO:0055114
SCO6053	GO:0016020
SCO6054	GO:0008272;GO:0015116;GO:0016021
SCO6055	GO:0004089;GO:0008270;GO:0015976
SCO6057	GO:0005524
SCO6058	GO:0008703;GO:0009231;GO:0055114
SCO6060	GO:0005524;GO:0008763;GO:0009058;GO:0009252;GO:0016874
SCO6061	GO:0033743;GO:0055114
SCO6062	GO:0005524;GO:0016887
SCO6063	GO:0006810;GO:0016020
SCO6064	GO:0006810;GO:0016020
SCO6065	GO:0005215;GO:0006810
SCO6069	GO:0004871;GO:0007165;GO:0016021
SCO6071	GO:0003677
SCO6074	GO:0005515
SCO6075	GO:0004115;GO:0016787
SCO6076	GO:0016787
SCO6078	GO:0003824;GO:0004553;GO:0005975;GO:0005992
SCO6079	GO:0005515
SCO6081	GO:0003824;GO:0005975
SCO6082	GO:0003824;GO:0004133;GO:0004553;GO:0005975;GO:0005980
SCO6084	GO:0003676
SCO6086	GO:0006810;GO:0016020
SCO6087	GO:0006810;GO:0016020
SCO6088	GO:0005215;GO:0006810
SCO6089	GO:0000154;GO:0000179;GO:0008649
SCO6090	GO:0008152;GO:0016758;GO:0016999
SCO6091	GO:0016020
SCO6093	GO:0009236;GO:0016852
SCO6094	GO:0006810;GO:0016020
SCO6095	GO:0005524;GO:0016887
SCO6096	GO:0006790;GO:0006810;GO:0016020
SCO6097	GO:0003924;GO:0005525;GO:0006790
SCO6098	GO:0003824;GO:0004781;GO:0008152;GO:0019419
SCO6099	GO:0000103;GO:0004020;GO:0005524
SCO6100	GO:0003824;GO:0004604;GO:0008152;GO:0019379;GO:0055114
SCO6102	GO:0016491;GO:0020037;GO:0051536;GO:0055114
SCO6103	GO:0008080
SCO6105	GO:0005515
SCO6106	GO:0003995;GO:0008152;GO:0016627;GO:0055114
SCO6108	GO:0004252;GO:0006508
SCO6109	GO:0004252;GO:0006508
SCO6111	GO:0000166;GO:0005524;GO:0015833;GO:0016887
SCO6112	GO:0006810;GO:0016020
SCO6113	GO:0006810;GO:0016020
SCO6117	GO:0005507;GO:0055070
SCO6118	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO6119	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO6121	GO:0003677
SCO6129	GO:0003677;GO:0043565
SCO6131	GO:0004185;GO:0006508
SCO6134	GO:0005524;GO:0016887
SCO6138	GO:0016020
SCO6139	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO6140	GO:0000160;GO:0003677;GO:0006355
SCO6143	GO:0003824
SCO6144	GO:0003677
SCO6145	GO:0003677;GO:0003824;GO:0003887;GO:0006260
SCO6147	GO:0003824;GO:0003885;GO:0016020;GO:0016491;GO:0016614;GO:0050660;GO:0055114
SCO6149	GO:0003924;GO:0005525
SCO6150	GO:0003677;GO:0003700;GO:0003824;GO:0006281;GO:0006355;GO:0008168;GO:0008270;GO:0043565
SCO6151	GO:0003824;GO:0003908;GO:0006281
SCO6153	GO:0003677;GO:0006355
SCO6155	GO:0000287;GO:0003824;GO:0030976
SCO6158	GO:0051537
SCO6159	GO:0003700;GO:0006355
SCO6160	GO:0006886;GO:0015450
SCO6162	GO:0000160;GO:0003677;GO:0006355
SCO6163	GO:0000155;GO:0000160;GO:0004871;GO:0007165;GO:0016021;GO:0046983
SCO6164	GO:0008270
SCO6165	GO:0008270
SCO6166	GO:0000902
SCO6168	GO:0005515
SCO6170	GO:0003824;GO:0016491;GO:0016614;GO:0050660;GO:0055114
SCO6171	GO:0009055;GO:0016491;GO:0046872;GO:0051536;GO:0051537;GO:0055114
SCO6172	GO:0016491;GO:0055114
SCO6173	GO:0005215;GO:0006810;GO:0016020;GO:0055085
SCO6178	GO:0003824;GO:0005975;GO:0016810
SCO6179	GO:0003824;GO:0050662
SCO6180	GO:0003824;GO:0009058
SCO6182	GO:0016791
SCO6183	GO:0008152;GO:0016757
SCO6186	GO:0005737;GO:0005975;GO:0008968;GO:0030246
SCO6187	GO:0003677;GO:0003700;GO:0003824;GO:0005975;GO:0006352;GO:0006355;GO:0009058;GO:0016773;GO:0016779;GO:0016987
SCO6188	GO:0008152;GO:0016757
SCO6193	GO:0003677;GO:0005515;GO:0006355
SCO6194	GO:0003677;GO:0005515;GO:0006355
SCO6195	GO:0003824;GO:0008152
SCO6196	GO:0003824;GO:0008152
SCO6199	GO:0004252;GO:0006508
SCO6201	GO:0000287;GO:0003824;GO:0009028;GO:0009436;GO:0030976
SCO6204	GO:0004096;GO:0006979;GO:0020037;GO:0055114
SCO6205	GO:0004616;GO:0008679;GO:0016491;GO:0046487;GO:0051287;GO:0055114
SCO6208	GO:0003677
SCO6210	GO:0006144;GO:0033971
SCO6212	GO:0005215;GO:0006810;GO:0016020;GO:0016021;GO:0055085
SCO6213	GO:0016787;GO:0016810
SCO6214	GO:0005215;GO:0006810;GO:0016020;GO:0016021;GO:0055085
SCO6220	GO:0097264
SCO6222	GO:0003824;GO:0009058;GO:0030170
SCO6226	GO:0015343;GO:0019290
SCO6227	GO:0015343;GO:0019290
SCO6229	GO:0006810;GO:0016020
SCO6230	GO:0006810;GO:0016020
SCO6231	GO:0005215;GO:0006810
SCO6232	GO:0004553;GO:0005975
SCO6233	GO:0003677;GO:0006355
SCO6234	GO:0004553;GO:0005975;GO:0030248
SCO6236	GO:0003677;GO:0043565
SCO6238	GO:0046872
SCO6239	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO6243	GO:0003824;GO:0004474;GO:0006097
SCO6246	GO:0003677;GO:0006355
SCO6247	GO:0000256;GO:0004038;GO:0008270;GO:0016787;GO:0016810;GO:0050897
SCO6248	GO:0000256;GO:0004037
SCO6250	GO:0016021;GO:0055085
SCO6251	GO:0016491
SCO6253	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO6254	GO:0000160;GO:0003677;GO:0006355
SCO6255	GO:0008152;GO:0016491;GO:0055114
SCO6256	GO:0003677;GO:0003700;GO:0006355
SCO6258	GO:0005215;GO:0006810;GO:0016020
SCO6259	GO:0005524;GO:0016887
SCO6260	GO:0004340;GO:0005737;GO:0006096;GO:0051156
SCO6262	GO:0005524
SCO6263	GO:0008270
SCO6264	GO:0016491
SCO6265	GO:0003677
SCO6268	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO6269	GO:0003824;GO:0030976
SCO6270	GO:0003824;GO:0008152;GO:0016491;GO:0016903;GO:0055114
SCO6271	GO:0003824;GO:0005524
SCO6272	GO:0003824;GO:0016491;GO:0016614;GO:0050660;GO:0055114
SCO6273	GO:0003824;GO:0008152;GO:0016740;GO:0031177;GO:0048037
SCO6274	GO:0003824;GO:0008152;GO:0016740;GO:0031177;GO:0048037
SCO6275	GO:0003824;GO:0008152;GO:0016740;GO:0031177
SCO6276	GO:0016491;GO:0055114;GO:0071949
SCO6277	GO:0003824
SCO6278	GO:0016021;GO:0055085
SCO6279	GO:0003824;GO:0008483;GO:0030170
SCO6280	GO:0000160;GO:0003677;GO:0005515;GO:0006355
SCO6281	GO:0003824;GO:0016491;GO:0016614;GO:0050660;GO:0055114
SCO6282	GO:0016491
SCO6286	GO:0003677
SCO6287	GO:0009058;GO:0016788
SCO6288	GO:0000160;GO:0003677;GO:0005515;GO:0006355
SCO6289	GO:0016491;GO:0055114
SCO6290	GO:0009055;GO:0051536
SCO6291	GO:0016491;GO:0055114
SCO6292	GO:0003824;GO:0008152;GO:0016829
SCO6294	GO:0003700;GO:0006355
SCO6295	GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085
SCO6297	GO:0003857;GO:0006631;GO:0016491;GO:0055114
SCO6298	GO:0003824;GO:0016740;GO:0019475
SCO6299	GO:0003677;GO:0043565
SCO6300	GO:0004553;GO:0005975
SCO6303	GO:0003824;GO:0008152
SCO6305	GO:0016787
SCO6306	GO:0016491;GO:0055114;GO:0071949
SCO6307	GO:0004061;GO:0019441
SCO6308	GO:0003824;GO:0008152
SCO6309	GO:0003700;GO:0006355
SCO6310	GO:0005506;GO:0016705;GO:0020037;GO:0055114
SCO6312	GO:0003677
SCO6318	GO:0006950
SCO6320	GO:0005216;GO:0005247;GO:0006821;GO:0016020;GO:0055085
SCO6321	GO:0003824
SCO6323	GO:0003677
SCO6324	GO:0008152;GO:0016787
SCO6325	GO:0003951;GO:0008152;GO:0016301
SCO6334	GO:0003677;GO:0005515;GO:0006355
SCO6337	GO:0003676;GO:0015074
SCO6338	GO:0003677;GO:0004803;GO:0006313
SCO6339	GO:0051920;GO:0055114
SCO6341	GO:0004518;GO:0006281
SCO6345	GO:0004553;GO:0005576;GO:0005975;GO:0030246
SCO6346	GO:0003824;GO:0008152
SCO6347	GO:0004553;GO:0004565;GO:0005975
SCO6348	GO:0033926
SCO6349	GO:0003677;GO:0006355
SCO6350	GO:0003677
SCO6353	GO:0000155;GO:0007165;GO:0016310;GO:0016772
SCO6354	GO:0000160;GO:0003677;GO:0006355
SCO6358	GO:0003677;GO:0045892
SCO6359	GO:0004222;GO:0006508
SCO6360	GO:0005524;GO:0016887
SCO6362	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO6363	GO:0000160;GO:0003677;GO:0006355
SCO6364	GO:0000160;GO:0003677;GO:0006355
SCO6365	GO:0016020
SCO6366	GO:0005524;GO:0016887
SCO6367	GO:0005524;GO:0016887
SCO6369	GO:0000155;GO:0004871;GO:0007165;GO:0016021
SCO6370	GO:0016020
SCO6374	GO:0000271;GO:0006810;GO:0016021
SCO6381	GO:0006629;GO:0008081
SCO6385	GO:0003333;GO:0015171;GO:0016020
SCO6390	GO:0003824
SCO6391	GO:0003677;GO:0004803;GO:0006313
SCO6392	GO:0003677;GO:0004803;GO:0006313
SCO6393	GO:0003676;GO:0003677;GO:0015074
SCO6394	GO:0005524
SCO6400	GO:0003677;GO:0004803;GO:0006313
SCO6405	GO:0000150;GO:0003677;GO:0006310
SCO6407	GO:0003840;GO:0006749
SCO6408	GO:0005515;GO:0005524;GO:0019538
SCO6409	GO:0004177;GO:0006508;GO:0008235
SCO6410	GO:0003677;GO:0043565
SCO6411	GO:0006807;GO:0016810
SCO6412	GO:0003824;GO:0008483;GO:0030170
SCO6413	GO:0003677
SCO6414	GO:0006807;GO:0016810
SCO6415	GO:0005737;GO:0016787;GO:0016810
SCO6416	GO:0016705;GO:0055114
SCO6417	GO:0005215;GO:0006810;GO:0016020;GO:0055085
SCO6420	GO:0051920;GO:0055114
SCO6421	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO6422	GO:0000160;GO:0006355
SCO6423	GO:0006464
SCO6424	GO:0000155;GO:0000160;GO:0004871;GO:0007165;GO:0016021;GO:0046983
SCO6425	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO6428	GO:0003824;GO:0003993;GO:0005515;GO:0005975;GO:0030246;GO:0030288
SCO6431	GO:0003824;GO:0008152
SCO6432	GO:0003824;GO:0008152;GO:0009058;GO:0016788;GO:0031177
SCO6434	GO:0016491;GO:0055114
SCO6436	GO:0000166;GO:0004812;GO:0005524;GO:0006418
SCO6437	GO:0005524
SCO6438	GO:0003824;GO:0008836;GO:0009089
SCO6439	GO:0003676;GO:0003677;GO:0006355
SCO6440	GO:0003824;GO:0008152
SCO6441	GO:0008152;GO:0016491;GO:0016620;GO:0055114
SCO6442	GO:0016491;GO:0055114
SCO6443	GO:0008168;GO:0032259
SCO6444	GO:0003840;GO:0006749
SCO6445	GO:0046854
SCO6446	GO:0008080
SCO6448	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO6449	GO:0016491;GO:0055114
SCO6451	GO:0043190;GO:0055085
SCO6452	GO:0006810;GO:0016020
SCO6453	GO:0006810;GO:0016020
SCO6454	GO:0000166;GO:0005524;GO:0015833;GO:0016887
SCO6455	GO:0005524;GO:0016887
SCO6457	GO:0003824;GO:0004553;GO:0004565;GO:0005975;GO:0009341;GO:0030246
SCO6459	GO:0003700;GO:0006355
SCO6460	GO:0000166;GO:0006812;GO:0016021;GO:0019829;GO:0046872
SCO6461	GO:0003677;GO:0003700;GO:0003824;GO:0006281;GO:0006284;GO:0006355;GO:0008168;GO:0008270;GO:0043565
SCO6462	GO:0003824;GO:0003908;GO:0006281
SCO6463	GO:0016705;GO:0055114
SCO6464	GO:0034979;GO:0051287;GO:0070403
SCO6465	GO:0016787
SCO6466	GO:0008887;GO:0031388
SCO6467	GO:0008654;GO:0016020;GO:0016780
SCO6468	GO:0004609;GO:0008654
SCO6469	GO:0003995;GO:0008152;GO:0016627;GO:0050660;GO:0055114
SCO6471	GO:0003824
SCO6472	GO:0003824;GO:0004494;GO:0008152;GO:0016853;GO:0016866;GO:0031419;GO:0046872
SCO6473	GO:0016491;GO:0043880;GO:0055114
SCO6474	GO:0003677
SCO6475	GO:0003857;GO:0006631;GO:0016491;GO:0055114
SCO6476	GO:0005488
SCO6477	GO:0008080
SCO6481	GO:0003824;GO:0051536
SCO6483	GO:0006810;GO:0016021;GO:0030246;GO:0055085
SCO6484	GO:0003824;GO:0006355
SCO6487	GO:0006508;GO:0008152;GO:0008237;GO:0016787
SCO6488	GO:0005515;GO:0006508;GO:0008236
SCO6490	GO:0008080
SCO6495	GO:0016705;GO:0055114
SCO6496	GO:0016491;GO:0055114
SCO6497	GO:0003824;GO:0008152
SCO6498	GO:0003896;GO:0006269
SCO6499	GO:0031412
SCO6500	GO:0005198;GO:0012506
SCO6501	GO:0031411;GO:0031412
SCO6505	GO:0005198;GO:0012506
SCO6506	GO:0031411;GO:0031412
SCO6507	GO:0005198;GO:0012506
SCO6508	GO:0031412
SCO6511	GO:0016301
SCO6512	GO:0005524;GO:0016887
SCO6517	GO:0005524;GO:0016887
SCO6518	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO6520	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO6522	GO:0003824;GO:0009058;GO:0030170
SCO6527	GO:0003824;GO:0008152
SCO6528	GO:0003333;GO:0015171;GO:0016020
SCO6529	GO:0005524;GO:0016887
SCO6531	GO:0004601;GO:0006979
SCO6532	GO:0008940;GO:0009325;GO:0055114
SCO6533	GO:0051082;GO:0051131
SCO6534	GO:0008940;GO:0009325;GO:0042126;GO:0055114
SCO6535	GO:0008940;GO:0009055;GO:0009325;GO:0016491;GO:0030151;GO:0042126;GO:0051539;GO:0055114
SCO6537	GO:0003677;GO:0043565
SCO6539	GO:0003677;GO:0043565
SCO6540	GO:0006729;GO:0008124
SCO6541	GO:0008152;GO:0008168
SCO6545	GO:0004553;GO:0005975;GO:0030246;GO:0030247
SCO6546	GO:0003824;GO:0004553;GO:0005975;GO:0008810;GO:0030245;GO:0030246;GO:0030247
SCO6548	GO:0004553;GO:0005975;GO:0030245;GO:0030246;GO:0030247
SCO6551	GO:0016491;GO:0055114
SCO6552	GO:0003824;GO:0008152
SCO6553	GO:0005215;GO:0016021;GO:0055085
SCO6554	GO:0003700;GO:0005622;GO:0006355;GO:0043565
SCO6555	GO:0003700;GO:0006355
SCO6558	GO:0003824;GO:0016783
SCO6559	GO:0009055;GO:0016491;GO:0051536;GO:0051539;GO:0055114
SCO6560	GO:0008137;GO:0010181;GO:0051539;GO:0055114
SCO6561	GO:0016491;GO:0030151;GO:0055114
SCO6562	GO:0008677;GO:0016491;GO:0050661;GO:0055114
SCO6563	GO:0016021;GO:0055085
SCO6564	GO:0003824;GO:0004315;GO:0006633;GO:0008152
SCO6565	GO:0003700;GO:0006355
SCO6567	GO:0005524;GO:0016887
SCO6568	GO:0005215;GO:0006810;GO:0016020
SCO6570	GO:0008152;GO:0016491;GO:0055114
SCO6572	GO:0003824;GO:0005975;GO:0016901;GO:0030246;GO:0048038
SCO6573	GO:0004512;GO:0006021;GO:0008654
SCO6574	GO:0004659;GO:0016021
SCO6577	GO:0016788
SCO6578	GO:0008270
SCO6579	GO:0003824;GO:0008152;GO:0047400
SCO6581	GO:0016021;GO:0055085
SCO6582	GO:0005524;GO:0048037
SCO6583	GO:0003824;GO:0008152;GO:0033608
SCO6584	GO:0000287;GO:0003824;GO:0030976
SCO6585	GO:0003824;GO:0005524;GO:0008152
SCO6586	GO:0003824;GO:0008152;GO:0048037
SCO6587	GO:0008152;GO:0016491;GO:0016620;GO:0055114
SCO6589	GO:0003746;GO:0003924;GO:0005525;GO:0005622;GO:0006414
SCO6590	GO:0004252;GO:0006508
SCO6596	GO:0004553;GO:0005975
SCO6597	GO:0004553;GO:0005975
SCO6598	GO:0003677;GO:0006355
SCO6599	GO:0003677;GO:0045892
SCO6601	GO:0005215;GO:0006810
SCO6602	GO:0006810;GO:0016020
SCO6603	GO:0006810;GO:0016020
SCO6604	GO:0004553;GO:0005975;GO:0008422;GO:0030245
SCO6608	GO:0042834
SCO6610	GO:0008237
SCO6611	GO:0004733;GO:0010181;GO:0016491;GO:0055114
SCO6612	GO:0003824
SCO6616	GO:0016491;GO:0055114;GO:0071949
SCO6619	GO:0016491
SCO6620	GO:0003700;GO:0006355
SCO6626	GO:0004672;GO:0005524;GO:0006468
SCO6627	GO:0003676;GO:0008168;GO:0032259
SCO6629	GO:0003677;GO:0043565
SCO6633	GO:0043531
SCO6636	GO:0003824;GO:0008152
